ProblemName,Inital Guess,,,,,,,,,,
3_concha5a.txt,(39.7427 ; 36.3844 ; 80.8375),,,,,,,,,,
3_denschnd.txt,(-342.445 ; -537.144 ; -851.678),,,,,,,,,,
3_denschne.txt,(847.79 ; -166.499 ; -653.928),,,,,,,,,,
3_draperg.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_draperj.txt,(510.686 ; 971.466 ; 280.043),,,,,,,,,,
3_engval2.txt,(707.999 ; -773.274 ; 904.616),,,,,,,,,,
3_fermat2_vareps.txt,(472.012 ; 592.948 ; 944.374),,,,,,,,,,
3_fermat_vareps.txt,(451.467 ; 337.015 ; 847.837),,,,,,,,,,
3_gulf.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_hatfldd.txt,(-130.973 ; -993.537 ; -310.114),,,,,,,,,,
3_hatflde.txt,(-939.665 ; -529.223 ; -165.898),,,,,,,,,,
3_model3.txt,(0.324525 ; 0.51705 ; 0.518065),,,,,,,,,,
3_model4.txt,(0.304956 ; 0.712088 ; 0.182556),,,,,,,,,,
3_model5.txt,(6.21823 ; 0.408644 ; 4.13984),,,,,,,,,,
3_model23.txt,(0.391968 ; 0.347873 ; 0.275281),,,,,,,,,,
3_model24.txt,(2.81557 ; 794.332 ; 432.44),,,,,,,,,,
3_model31.txt,(627.158 ; 730.73 ; 328.375),,,,,,,,,,
3_model32.txt,(740.439 ; 202.213 ; 920.915),,,,,,,,,,
3_model33.txt,(684.757 ; 653.131 ; 257.266),,,,,,,,,,
3_model42.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_model45.txt,(1.06489 ; 0.175288 ; 0.520994),,,,,,,,,,
3_pfit1.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_pfit1ls.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_pfit2.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_pfit2ls.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_pfit3.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_pfit3ls.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_pfit4.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_pfit4ls.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_prob09.txt,(1.50954 ; 0.7445 ; -1.62503),,,,,,,,,,
3_ratkbates.txt,(466.169 ; 884.318 ; 967.277),,,,,,,,,,
3_s240.txt,(186.423 ; 333.114 ; -422.444),,,,,,,,,,
3_s242.txt,(7.75768 ; 2.8838 ; 3.29643),,,,,,,,,,
3_s244.txt,(1.89751 ; 9.84364 ; 0.0357858),,,,,,,,,,
3_s245.txt,(-156.061 ; -661.891 ; -808.034),,,,,,,,,,
3_s246.txt,(-86.9716 ; -131.203 ; 308.058),,,,,,,,,,
3_s333.txt,(529.743 ; 398.151 ; -757.713),,,,,,,,,,
3_s334.txt,(371.572 ; -232.336 ; 548.547),,,,,,,,,,
3_st_cqpjk2.txt,(0.943052 ; 0.916273 ; 0.861918),,,,,,,,,,
3_tranter2.txt,(-0.592903 ; 0.587314 ; 0.0960841),,,,,,,,,,
3_zhenglog.txt,(0.297289 ; 0.904933 ; 0.909643),,,,,,,,,,
4_Neumaier2.txt,(0.339058 ; 0.946462 ; 0.862016 ; 0.413516),,,,,,,,,,
4_PowellQ.txt,(6.03206 ; -6.65466 ; 9.68773 ; 0.340514),,,,,,,,,,
4_Shekel7.txt,(2.09278 ; 0.341829 ; 4.53673 ; 7.69302),,,,,,,,,,
4_Shekel10.txt,(7.08645 ; 7.24785 ; 8.4733 ; 9.57395),,,,,,,,,,
4_Wood.txt,(4.07921 ; -1.4815 ; -0.194842 ; -9.58109),,,,,,,,,,
4_brownden.txt,(-441.948 ; -867.978 ; -223.783 ; 314.807),,,,,,,,,,
4_hatflda.txt,(520.599 ; 895.459 ; 242.174 ; 675.645),,,,,,,,,,
4_hatfldb.txt,(622.474 ; 836.991 ; 818.31 ; 496.579),,,,,,,,,,
4_hatfldc.txt,(-348.577 ; 738.88 ; 215.201 ; -791.651),,,,,,,,,,
4_hs038.txt,(275.813 ; -635.994 ; -512.944 ; -950.849),,,,,,,,,,
4_kowalik.txt,(0.139201 ; -0.732976 ; -0.380036 ; 0.560814),,,,,,,,,,
4_model16.txt,(0.182298 ; 0.854656 ; 1.86899 ; 1.16715),,,,,,,,,,
4_palmer5d.txt,(-469.077 ; 317.494 ; 523.556 ; -25.1462),,,,,,,,,,
4_powell.txt,(-0.435594 ; -2.97161 ; -1.11516 ; 0.485159),,,,,,,,,,
4_pspdoc.txt,(-584.312 ; 115.122 ; -147.601 ; 659.879),,,,,,,,,,
4_s255.txt,(-211.223 ; -511.346 ; -347.973 ; 458.721),,,,,,,,,,
4_s256.txt,(118.989 ; 828.043 ; -434.533 ; -35.853),,,,,,,,,,
4_s257.txt,(-376.353 ; -762.459 ; 882.148 ; -921.935),,,,,,,,,,
4_s258.txt,(506.766 ; -287.233 ; 995.94 ; -928.667),,,,,,,,,,
4_s259.txt,(-71.2063 ; -890.365 ; -611.615 ; -403.212),,,,,,,,,,
4_s260.txt,(772.062 ; -481.526 ; -711.6 ; -820.781),,,,,,,,,,
4_s275.txt,(-399.45 ; -794.633 ; -422.086 ; -299.585),,,,,,,,,,
4_s352.txt,(314.24 ; 618.191 ; -736.595 ; -896.983),,,,,,,,,,
4_shekel.txt,(0.534223 ; 4.57716 ; 7.80869 ; 6.92077),,,,,,,,,,
4_weibull3.txt,(0.442561 ; 0.119112 ; 0.589637 ; 0.578635),,,,,,,,,,
5_Shekelfox5.txt,(5.299 ; 5.95046 ; 3.61917 ; 3.04286 ; 8.88724),,,,,,,,,,
5_hs045.txt,(0.476585 ; 0.169821 ; 0.60973 ; 0.525748 ; 0.618926),,,,,,,,,,
5_model18.txt,(-0.00810141 ; -0.159142 ; -0.51251 ; 0.712283 ; 0.974665),,,,,,,,,,
5_osborne1.txt,(8.45752 ; 3.82735 ; 8.20917 ; 1.64807 ; 2.11105),,,,,,,,,,
5_osbornea.txt,(489.461 ; 63.3604 ; -234.388 ; 344.851 ; 675.491),,,,,,,,,,
5_s266.txt,(488.78 ; 339.743 ; 469.086 ; -695.875 ; -527.02),,,,,,,,,,
5_s358.txt,(0.113915 ; 0.24258 ; -0.295044 ; 0.798629 ; 0.348578),,,,,,,,,,
5_schwefel.txt,(-0.780534 ; 0.349211 ; 0.564525 ; 0.438924 ; -0.599295),,,,,,,,,,
6_biggs3.txt,(3.59882 ; 3.68435 ; 3.566 ; 3.76901 ; 3.61426 ; 3.46716),,,,,,,,,,
6_biggs5.txt,(2.30945 ; 3.1108 ; 2.02916 ; 2.76043 ; 2.76434 ; 2.61082),,,,,,,,,,
6_biggs6.txt,(893.623 ; 587.507 ; 381.004 ; -447.76 ; 585.99 ; -106.71),,,,,,,,,,
6_hart6.txt,(0.809786 ; 0.697849 ; 0.311951 ; 0.64589 ; 0.00600478 ; 0.53296),,,,,,,,,,
6_model13.txt,(0.84391 ; 0.618447 ; 0.642693 ; 0.518515 ; 0.40071 ; 0.362155),,,,,,,,,,
6_model14.txt,(14.0827 ; 14.8459 ; 31.1784 ; 11.5641 ; 30.0424 ; 40.6593),,,,,,,,,,
6_model15.txt,(0.685722 ; 0.187617 ; 0.618959 ; 0.700302 ; 0.567832 ; 0.00112548),,,,,,,,,,
6_palmer5c.txt,(-988.581 ; -389.522 ; -476.859 ; 310.737 ; 715.111 ; -637.677),,,,,,,,,,
6_s271.txt,(-317.291 ; 334.682 ; 758.019 ; 306.61 ; -373.54 ; 770.029),,,,,,,,,,
6_s272.txt,(186.265 ; 157.14 ; 503.461 ; 828.958 ; 675.655 ; 904.171),,,,,,,,,,
6_s273.txt,(-860.187 ; -590.689 ; -77.159 ; 639.355 ; 146.638 ; 511.162),,,,,,,,,,
6_s276.txt,(901.597 ; 97.4165 ; -26.5338 ; 510.789 ; -836.253 ; -368.557),,,,,,,,,,
6_s294.txt,(-728.25 ; 255.233 ; 352.815 ; 829.356 ; 393.461 ; -758.486),,,,,,,,,,
6_s370.txt,(500.055 ; 339.837 ; 34.6812 ; 130.379 ; -347.084 ; 229.719),,,,,,,,,,
6_st_bsj3.txt,(75.1731 ; 76.7668 ; 78.6962 ; 26.0157 ; 59.8335 ; 46.5859),,,,,,,,,,
6_tranter.txt,(-0.66609 ; 0.590981 ; 0.730172 ; 0.746043 ; 0.328829 ; -0.175034),,,,,,,,,,
7_palmer1d.txt,(223.962 ; 193.799 ; 291.203 ; 77.1131 ; -703.316 ; 158.044 ; -934.073),,,,,,,,,,
8_aircrftb.txt,(0.638204 ; -0.053909 ; 0.0454578 ; 0.58184 ; -0.746389 ; -0.665517 ; 0.551799 ; 0.851023),,,,,,,,,,
8_arglinc.txt,(628.703 ; -230.683 ; 275.313 ; -95.7552 ; -712.036 ; -173.844 ; -505.934 ; -186.466),,,,,,,,,,
8_heart8ls.txt,(-965.086 ; 435.194 ; 147.443 ; 625.895 ; 165.365 ; -106.514 ; -45.2771 ; 990.33),,,,,,,,,,
8_oslbqp.txt,(2.11745 ; 2.14853 ; 3.28154 ; 3.19456 ; 2.44521 ; 2.43958 ; 3.26049 ; 3.84703),,,,,,,,,,
8_palmer1c.txt,(332.075 ; -70.3008 ; -706.856 ; 939.35 ; -728.518 ; 215.721 ; 6.79593 ; 594.118),,,,,,,,,,
8_palmer2c.txt,(-265.731 ; 64.1087 ; 634.911 ; 253.834 ; -788.525 ; 49.3559 ; -292.001 ; -411.595),,,,,,,,,,
8_palmer3c.txt,(75.4272 ; -817.457 ; 520.627 ; 349.664 ; -231.248 ; -966.878 ; 53.0477 ; 250.628),,,,,,,,,,
8_palmer4c.txt,(-418.973 ; 535.602 ; -462.304 ; 634.075 ; -213.771 ; -619.495 ; -135.801 ; -543.234),,,,,,,,,,
8_palmer6c.txt,(310.532 ; 27.1395 ; 950.084 ; -520.603 ; -218.17 ; 167.28 ; 248.987 ; -777.762),,,,,,,,,,
8_palmer7c.txt,(-444.292 ; 231.539 ; 43.002 ; 804.694 ; 453.777 ; -864.685 ; 953.031 ; -519.78),,,,,,,,,,
8_palmer8c.txt,(-299.241 ; 544.167 ; 939.98 ; -216.248 ; 466.554 ; -652.841 ; 915.281 ; 235.605),,,,,,,,,,
9_PriceTransistor.txt,(173.065 ; 447.982 ; 487.721 ; 795.232 ; 639.01 ; 965.682 ; 155.337 ; 292.89 ; 882.205),,,,,,,,,,
9_s371.txt,(-701.918 ; 258.942 ; 128.084 ; 413.045 ; -580.536 ; 474.54 ; 725.558 ; -258.27 ; -86.6606),,,,,,,,,,
10_Expo.txt,(0.437333 ; 0.84908 ; -0.631867 ; -0.435432 ; -0.665669 ; -0.594046 ; 0.252251 ; -0.647522 ; -0.746661 ; -0.544896),,,,,,,,,,
10_Neumaier3.txt,(89.385 ; -97.2267 ; -67.8351 ; -76.0021 ; -7.63044 ; 29.7091 ; 83.0442 ; -79.8286 ; 22.8454 ; -85.8886),,,,,,,,,,
10_Paviani.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
10_Shekelfox10.txt,(3.93747 ; 4.96431 ; 4.36585 ; 2.93178 ; 2.44069 ; 9.12391 ; 5.66165 ; 1.9071 ; 0.347164 ; 4.31844),,,,,,,,,,
10_arglinb.txt,(627.808 ; 506.766 ; -287.233 ; 995.94 ; -928.667 ; 47.0968 ; -598.106 ; 323.584 ; 399.575 ; -344.767),,,,,,,,,,
10_brownal.txt,(-183.813 ; -561.642 ; 5.20368 ; -258.174 ; -485.332 ; 454.913 ; -382.451 ; 70.3752 ; -313.548 ; 660.551),,,,,,,,,,
10_dixon3dq.txt,(504.958 ; -404.133 ; 618.742 ; -621.872 ; 182.222 ; -893.121 ; -797.091 ; -685.449 ; -511.702 ; -727.658),,,,,,,,,,
10_extrosnb.txt,(-65.2111 ; 728.894 ; -528.121 ; 179.879 ; -230.734 ; 337.303 ; -832.446 ; 846.373 ; 73.1449 ; -951.798),,,,,,,,,,
10_hilberta.txt,(-14.3605 ; -770.673 ; -748.943 ; -968.198 ; -331.054 ; 259.485 ; -762.103 ; -663.307 ; -77.8425 ; 290.742),,,,,,,,,,
10_hs110.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
10_s281.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
10_s282.txt,(-532.112 ; -901.053 ; -511.861 ; 697.825 ; 313.8 ; -609.327 ; -412.018 ; -949.29 ; 190.969 ; -870.824),,,,,,,,,,
10_s283.txt,(-179.556 ; 999.261 ; -742.752 ; -892.773 ; 326.183 ; 69.6952 ; -821.632 ; -495.139 ; 179.045 ; 548.715),,,,,,,,,,
10_s291.txt,(704.823 ; 201.526 ; -357.044 ; 335.921 ; 53.6604 ; 696.001 ; -499.579 ; -487.544 ; -853.528 ; 28.7644),,,,,,,,,,
10_s295.txt,(779.626 ; 222.822 ; 62.0656 ; 642.662 ; 917.914 ; 473.494 ; -312.081 ; -280.115 ; -912.169 ; -952.273),,,,,,,,,,
12_qudlin.txt,(0.0507621 ; 4.87255 ; 2.92886 ; 7.08263 ; 8.20147 ; 5.0741 ; 4.67471 ; 0.782579 ; 1.90984 ; 4.83649 ; 9.23381 ; 0.433948),,,,,,,,,,
16_s296.txt,(-303.323 ; -418.441 ; -82.5797 ; 381.151 ; -462.219 ; -866.654 ; -504.468 ; -391.254 ; -552.282 ; -403.29 ; -495.307 ; 8.23833 ; 116.564 ; -808.591 ; 669.641 ; -928.946),,,,,,,,,,
20_s286.txt,(682.64 ; 882.648 ; 299.235 ; -713.946 ; -452.724 ; 510.989 ; -120.742 ; 908.518 ; 134.116 ; 402.142 ; -101.22 ; -228.409 ; 128.225 ; 539.231 ; -652.276 ; -653.401 ; 105.645 ; -776.396 ; -318.302 ; -263.926),,,,,,,,,,
20_s287.txt,(608.003 ; 27.4002 ; 422.038 ; -754.307 ; 514.171 ; 619.555 ; 806.123 ; -395.82 ; -835.222 ; 55.306 ; -868.756 ; -611.617 ; -565.253 ; -569.573 ; 635.071 ; -836.596 ; 504.242 ; -247.612 ; -757.491 ; -510.072),,,,,,,,,,
20_s288.txt,(203.337 ; 604.576 ; -424.457 ; -789.867 ; 198.694 ; -779.927 ; 349.746 ; 552.64 ; 419.135 ; 764.038 ; 92.8183 ; 914.637 ; -586.214 ; -263.306 ; -623.032 ; -286.112 ; -64.9405 ; -538.837 ; -250.472 ; -76.9134),,,,,,,,,,
20_s300.txt,(855.732 ; -780.95 ; -224.007 ; 192.383 ; 276.819 ; 400.68 ; 78.8269 ; -186.769 ; 644.852 ; 155.357 ; 843.103 ; -556.548 ; 578.488 ; -251.598 ; -236.224 ; -805.018 ; 615.919 ; -225.354 ; 494.555 ; 868.363),,,,,,,,,,
20_s303.txt,(225.529 ; -891.936 ; -920.671 ; -555.902 ; 122.242 ; -457.059 ; -877.532 ; 8.03389 ; -771.844 ; 952.656 ; -18.0036 ; 891.218 ; 254.861 ; 139.944 ; -940.508 ; -381.887 ; -25.9811 ; 700.123 ; -51.7368 ; 235.697),,,,,,,,,,
30_aa3pk.txt,(95.800361 ; 266.855819 ; 527.453830 ; 425.804313 ; 182.186385 ; 385.900692 ; 2.208478 ; 704.417396 ; 130.895812 ; 656.125240 ; 770.164292 ; 985.341773 ; 412.046296 ; 837.177015 ; 912.871603 ; 590.749271 ; 543.462444 ; 186.993254 ; 355.133239 ; 509.630353 ; 302.381714 ; 269.011029 ; 518.723247 ; 141.886680 ; 418.644417 ; 670.527556 ; 334.656584 ; 816.115184 ; 216.523321 ; 990.041566),,,,,,,,,,
30_s289.txt,(794.417305 ; 214.485338 ; 160.164547 ; -642.486309 ; 703.777014 ; -542.580012 ; 64.457852 ; -435.272962 ; -607.889140 ; 716.868328 ; -987.795055 ; 280.588632 ; -446.440782 ; 189.292348 ; 976.842368 ; -849.855819 ; 917.875326 ; 894.015409 ; 363.465559 ; -784.750533 ; -510.670773 ; 844.532603 ; -120.345244 ; -792.906778 ; -124.377159 ; 253.773433 ; -218.351871 ; -438.516853 ; -286.046950 ; -962.629801),,,,,,,,,,
30_s292.txt,(747.972624 ; -491.417153 ; 425.315625 ; 567.390613 ; -495.281196 ; -440.444306 ; -379.477217 ; 528.415203 ; 677.266913 ; 4.912556 ; 239.407863 ; 280.527964 ; -76.022243 ; -270.984660 ; -728.944423 ; -580.734347 ; -728.562575 ; -751.729607 ; 116.011530 ; 92.261148 ; 128.456106 ; -453.195937 ; 293.011809 ; -0.461502 ; 352.523708 ; -552.596509 ; 858.545220 ; -263.223256 ; -310.233361 ; -792.394639),,,,,,,,,,
30_s297.txt,(-249.199205 ; -124.633611 ; 211.136104 ; 519.048662 ; -779.937606 ; 85.633238 ; -1.854238 ; 128.555594 ; 972.868411 ; -958.937981 ; -699.185445 ; -433.934020 ; 18.111918 ; 607.697927 ; 451.479680 ; -676.859771 ; 425.668413 ; -945.566667 ; -188.816419 ; -473.767237 ; 942.387952 ; -142.499838 ; -657.875249 ; -141.481123 ; -397.760350 ; 625.427919 ; -959.648137 ; -622.560719 ; 602.509427 ; 88.679116),,,,,,,,,,
31_methanb8.txt,(838.419548 ; -599.018666 ; 917.403025 ; -470.579261 ; -722.012284 ; -359.738975 ; 492.144516 ; -144.563486 ; -742.691897 ; 642.632010 ; -15.004300 ; -360.468568 ; 1.728327 ; 982.599149 ; 381.317045 ; -746.018306 ; -770.755261 ; -552.275329 ; 829.110819 ; 98.237378 ; 82.754320 ; -953.944252 ; -186.162860 ; 24.400577 ; 617.515916 ; -740.599814 ; 872.839269 ; -701.741305 ; 562.158382 ; 587.754293 ; -422.331523),,,,,,,,,,
31_methanl8.txt,(-913.481706 ; -995.926380 ; 268.437703 ; 303.439143 ; -108.658312 ; -913.264777 ; 433.469599 ; -871.687863 ; 266.780999 ; 503.493771 ; 898.693586 ; -698.878208 ; -538.016370 ; 819.251498 ; 426.485191 ; 436.857035 ; 987.717025 ; -219.976092 ; -240.020309 ; 366.262174 ; -401.355108 ; -840.432213 ; 524.109231 ; -991.370436 ; -256.173577 ; 659.349061 ; 818.892722 ; -853.738156 ; -338.669677 ; -7.679048 ; -655.460837),,,,,,,,,,
31_watson.txt,(831.898524 ; -602.715695 ; 929.241189 ; -621.068996 ; -826.886060 ; 978.370496 ; -290.742631 ; 750.387706 ; -193.536705 ; -487.325546 ; 285.048282 ; 795.207944 ; 19.698478 ; 146.434666 ; 339.329466 ; 293.850820 ; 485.054685 ; -471.902824 ; -848.516310 ; -972.545879 ; -204.102898 ; 501.749548 ; -64.262524 ; -539.337460 ; 823.744370 ; -871.475602 ; -263.923399 ; 116.239484 ; -107.093931 ; 832.819736 ; 328.801726),,,,,,,,,,
50_chnrosnb.txt,(81.048977 ; 335.501568 ; -868.157552 ; 956.968416 ; 26.822585 ; 993.972027 ; 759.639502 ; -610.899627 ; -753.523831 ; -761.026058 ; 435.969854 ; 748.467090 ; -557.196981 ; 771.033340 ; 570.943036 ; 841.137723 ; 534.570253 ; -341.784528 ; -488.133582 ; -741.207590 ; -806.319738 ; -878.948723 ; -639.460404 ; -938.472285 ; -980.341714 ; 628.006014 ; -392.246980 ; 765.792009 ; -105.420381 ; -388.522241 ; 554.764676 ; -519.523392 ; -193.794933 ; -20.874900 ; -20.490749 ; -247.908132 ; 161.451626 ; 505.786739 ; 352.842914 ; -662.969238 ; 724.228135 ; -696.752822 ; 315.816462 ; 948.897693 ; -871.354021 ; 966.943045 ; 340.197931 ; 933.833888 ; -458.214101 ; 711.098071),,,,,,,,,,
50_emfl_eps.txt,(896.355470 ; 565.786390 ; -142.373392 ; -135.956022 ; 993.131098 ; -371.432468 ; -938.982676 ; -611.801199 ; -44.342156 ; -427.552453 ; -948.127802 ; 677.475057 ; 672.100821 ; -812.372895 ; -732.304182 ; 449.613757 ; -557.452697 ; 310.825164 ; -558.255177 ; 474.690675 ; 137.631811 ; -675.589049 ; -183.232042 ; 263.108808 ; -217.863772 ; -469.316201 ; 665.186804 ; -28.404857 ; 622.074743 ; -187.343488 ; 842.157501 ; 284.667198 ; -152.714952 ; 831.922452 ; -757.759464 ; -575.495008 ; 551.606128 ; 330.687912 ; -600.239057 ; 61.236891 ; -151.401583 ; 592.053692 ; -409.240753 ; -324.601815 ; 368.645070 ; -347.778984 ; -567.562969 ; 218.315148 ; -157.998146 ; -704.446502),,,,,,,,,,
